Time: 	 2.586164 

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_6_4_5_1_2_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

Fitness = 3.438583	, Genes = 14_15_18_19_21_29_33_32_34_31_30_28_27_24_26_25_9_42_41_38_36_35_37_39_40_7_8_10_11_12_13_16_17_23_22_20_3_2_6_5_1_4_

